No;nama;npsn;bentuk_pendidikan;alamat_jalan;desa_kelurahan;kecamatan;kabupaten;provinsi;status_sekolah
46831;PKBM MADYA AKSATA JAYA;P9999237;PKBM;JL. LESANPURO II NO. 92;Lesanpuro;Kec. Kedungkandang;Kota Malang;Prov. Jawa Timur;SWASTA
46832;PKBM Al KHODIJAH;P2961731;PKBM;JL. LESANPURO GG. XII NO. 248 RT. 03 RW. 05;Lesanpuro;Kec. Kedungkandang;Kota Malang;Prov. Jawa Timur;SWASTA
46833;PKBM SRIKANDI;P2961736;PKBM;Jl.Bareng Kulon VI/1010 kel.bareng Kec.klojen Kota Malang;Bareng;Kec. Klojen;Kota Malang;Prov. Jawa Timur;SWASTA
46834;PKBM SEKOLAH MURID MERDEKA;P9999188;PKBM;JL. SIMPANG WILIS INDAH NO. BLOK D-16 KOTA MALANG;Gadingkasri;Kec. Klojen;Kota Malang;Prov. Jawa Timur;SWASTA
46835;PKBM TREE HOMESCHOOL;P9998232;PKBM;JL.  BUNGA LELY NO. 35;Jatimulyo;Kec. Lowokwaru;Kota Malang;Prov. Jawa Timur;SWASTA
46836;PKBM KENDEDES;P2961737;PKBM;KERTOLEKSONO NO.93/D;Ketawanggede;Kec. Lowokwaru;Kota Malang;Prov. Jawa Timur;SWASTA
46837;PKBM KARISMA ACADEMY;P9998371;PKBM;JL. WATU GONG NO. 18;Lowokwaru;Kec. Lowokwaru;Kota Malang;Prov. Jawa Timur;SWASTA
46838;"PKBM ""AL-MUTTAQIEN""";P9999432;PKBM;JL. CANDI TROWULAN NO. 235;Lowokwaru;Kec. Lowokwaru;Kota Malang;Prov. Jawa Timur;SWASTA
46839;PKBM AL MUFLIHUN;P2971182;PKBM;Jl. Terusan Sudimoro Atas Blok V No. 2;Lowokwaru;Kec. Lowokwaru;Kota Malang;Prov. Jawa Timur;SWASTA
46840;PKBM IBNU  MAS UD;P9999978;PKBM;JL. Letjen Sutoyo IV No. 48-B;Lowokwaru;Kec. Lowokwaru;Kota Malang;Prov. Jawa Timur;SWASTA
46841;PKBM CAHAYA ILMU;P9999943;PKBM;Graha Merjosari Asri No. 10;Merjosari;Kec. Lowokwaru;Kota Malang;Prov. Jawa Timur;SWASTA
46842;PKBM QUBA;P9997326;PKBM;Perum Villa Bukit Tidar A4 No. 174 Kec. Lowokwaru;Merjosari;Kec. Lowokwaru;Kota Malang;Prov. Jawa Timur;SWASTA
46843;PKBM HOMESCHOOLING PRIMA GLOBAL;P9996499;PKBM;Jl. Candi Mendut Barat C-17 Malang;Mojolangu;Kec. Lowokwaru;Kota Malang;Prov. Jawa Timur;SWASTA
46844;PKBM AL FARABI;P2970463;PKBM;Jl. Bendungan Sigura-Gura No. 42-44;Sumbersari;Kec. Lowokwaru;Kota Malang;Prov. Jawa Timur;SWASTA
46845;PKBM FANANA INSAN BAKSYA;P9984794;PKBM;JOYOGREEN REGENCY C12-13 A1;Tlogomas;Kec. Lowokwaru;Kota Malang;Prov. Jawa Timur;SWASTA
46846;PKBM CAKRAWALA NUSANTARA;P2971181;PKBM;Jl. Batu Permata No.10;Tlogomas;Kec. Lowokwaru;Kota Malang;Prov. Jawa Timur;SWASTA
46847;PKBM KARTINI;P2961733;PKBM;Jl.AKORDION 120 GgXI RT/RW 07/01;Tunggulwulung;Kec. Lowokwaru;Kota Malang;Prov. Jawa Timur;SWASTA
46848;PKBM INSAN PERMATA;P2971060;PKBM;Jl. Akordion Utara Nomor 3;Tunggulwulung;Kec. Lowokwaru;Kota Malang;Prov. Jawa Timur;SWASTA
46849;PKBM KI HADJAR DEWANTARA;P2961732;PKBM;S   SUPRIADI NO. 31/101;Bandungrejosari;Kec. Sukun;Kota Malang;Prov. Jawa Timur;SWASTA
46850;PKBM NATIONAL LEADER SCHOOL;P9997376;PKBM;Jl. Lembah Dieng No.7 Kota Malang;Pisang Candi;Kec. Sukun;Kota Malang;Prov. Jawa Timur;SWASTA
46851;PKBM S. SUPRIADI;P9962749;PKBM;JL. S. Supriadi IX/42 A;Sukun;Kec. Sukun;Kota Malang;Prov. Jawa Timur;SWASTA
46852;PKBM MOJOPAHIT;P2961366;PKBM;KARYAWAN NO.3;Sentanan;Kec. Kranggan;Kota Mojokerto;Prov. Jawa Timur;SWASTA
